Student_id,First_name,Last_name,E-mail,Gender,Age,Department,Attendance(%),Midterm_score,Final_score,Assignment_avg,Quizzes_avg,Participation_score,Project_score,Total_score,Grade,Study_hours_per_week
202,Anjali,Desai,anjali202@gmail.com,Female,24,Business,79.97,98.89,68.12,65.78,52.54,39.14,73.12,66.27,C,12.8
203,Rahul,Mehta,rahul203@gmail.com,Female,25,CS,63.96,77,42.48,45.36,88.5,53.96,84.07,65.23,C,7.3
204,Rohit,Trivedi,rohit204@gmail.com,Female,20,CS,93.72,84.19,35.91,55.9,95.85,81.74,98.58,75.36,B,23.9
205,Karan,Trivedi,karan205@gmail.com,Male,25,Engineering,53.97,44.5,97.37,42.07,98.48,28.62,69.27,63.38,C,19.4
206,Pooja,Desai,pooja206@gmail.com,Female,23,Engineering,97.53,99.26,99.59,59.07,45.77,43.74,87.55,72.5,B,19.8
207,Anjali,Parekh,anjali207@gmail.com,Male,25,Business,88.35,88.16,97,54.68,74.01,71.51,65.8,75.19,B,6.5
208,Amit,Shah,amit208@gmail.com,Male,18,Business,98.27,75.1,45.26,52.33,79.7,37.67,98.46,64.75,C,22.5
209,Neha,Trivedi,neha209@gmail.com,Female,24,CS,84.34,53.73,99.93,57.19,97.04,58.48,65.5,71.98,B,15.2
210,Anjali,Modi,anjali210@gmail.com,Female,23,Business,73.3,61.87,47.76,86.68,46.6,79.7,51.28,62.31,C,24.9
211,Pooja,Patel,pooja211@gmail.com,Male,24,Business,89.07,66.98,80.84,55.37,41.14,90.04,87.5,70.31,B,11.7
212,Pooja,Shah,pooja212@gmail.com,Female,19,Mathematics,87.99,46.49,50.03,66.87,95.86,45.83,83.83,64.82,C,14.6
213,Karan,Modi,karan213@gmail.com,Female,21,Engineering,83.12,93.2,59.74,49.43,49.49,74.32,85.16,68.56,C,29.5
214,Karan,Modi,karan214@gmail.com,Female,22,CS,80.32,86.46,82.67,88.85,90.93,97.38,93.86,90.02,A,26
215,Vishal,Joshi,vishal215@gmail.com,Female,25,CS,84.1,73.31,54.59,73.61,60.12,42.4,81.17,64.2,C,18.3
216,Neha,Desai,neha216@gmail.com,Male,21,CS,50.88,48.8,76.99,98.79,45.73,39.27,99.47,68.17,C,27.6
217,Karan,Mehta,karan217@gmail.com,Female,19,Business,72.65,63.6,79.78,66.28,45.25,57.9,94.72,67.92,C,25.1
218,Rohit,Shah,rohit218@gmail.com,Male,24,Engineering,61.75,95.21,72.03,49.85,69.2,89.78,68.71,74.13,B,29.2
219,Anjali,Joshi,anjali219@gmail.com,Female,23,Mathematics,66,50.44,78.89,97.87,45.3,61.54,43.03,62.85,C,27.4
220,Vishal,Parekh,vishal220@gmail.com,Male,18,CS,69.65,80.13,55.56,83.17,62.71,52.02,35.72,61.55,C,28.9
221,Sneha,Trivedi,sneha221@gmail.com,Female,21,Business,89.11,97.07,31.16,46.17,92.92,53.34,46.16,61.14,C,5.2
222,Karan,Mehta,karan222@gmail.com,Female,23,Engineering,58.56,86.13,77.84,49.72,97.55,58.63,66.53,72.73,B,26.7
223,Sneha,Desai,sneha223@gmail.com,Male,25,CS,84.87,92.24,70.53,65.93,41.94,85.14,49.03,67.47,C,5.1
224,Amit,Patel,amit224@gmail.com,Male,19,CS,59.61,88.9,55.1,94.24,70.1,34.7,40.16,63.87,C,27
225,Pooja,Desai,pooja225@gmail.com,Female,20,CS,62.14,95.31,88.69,60.85,88.79,34.06,45.07,68.8,C,6.6
226,Neha,Trivedi,neha226@gmail.com,Female,22,Business,99.22,90.86,58.15,43.78,78.98,38.2,74.84,64.13,C,21.5
227,Anjali,Patel,anjali227@gmail.com,Male,18,Mathematics,72.48,35.93,49.3,45.85,54.54,45.32,75.94,51.15,D,19.1
228,Rohit,Trivedi,rohit228@gmail.com,Male,25,Mathematics,65.43,31.2,92.27,51.45,77.17,31.07,93.52,62.78,C,21.6
229,Rahul,Joshi,rahul229@gmail.com,Male,18,Business,89.91,83.73,90.07,74.74,99.63,73.92,79.34,83.57,B,19
230,Priya,Desai,priya230@gmail.com,Female,25,CS,86.8,71.05,80.65,70.02,85.34,57.63,68.05,72.12,B,27.4
231,Pooja,Shah,pooja231@gmail.com,Male,19,Business,56.58,74.8,86.95,89.14,62.35,81.59,83.55,79.73,B,21.3
232,Sneha,Parekh,sneha232@gmail.com,Female,25,Engineering,89.69,74.82,63.46,67.89,75.78,57.63,87.56,71.19,B,19
233,Neha,Mehta,neha233@gmail.com,Male,20,CS,64.33,79.62,67.84,51.91,59.44,24.11,64.56,57.91,D,21.2
234,Pooja,Parekh,pooja234@gmail.com,Male,20,Mathematics,93.79,35.59,57.93,95.31,52.22,23.27,30.36,49.11,E,24.4
235,Vishal,Joshi,vishal235@gmail.com,Male,20,Business,66.66,87.97,89.3,62.05,93.9,49.45,52.54,72.54,B,6.2
236,Priya,Parekh,priya236@gmail.com,Female,18,CS,73.34,78.04,38.52,50.1,98.39,87.54,37.77,65.06,C,11.4
237,Vishal,Patel,vishal237@gmail.com,Female,18,Business,60.91,60.53,55.52,48,75.76,50.58,87,62.9,C,29.8
238,Rohit,Modi,rohit238@gmail.com,Female,20,Business,60.06,35.48,65.12,65.45,74.76,47.83,70.26,59.82,D,17.1
239,Anjali,Patel,anjali239@gmail.com,Male,20,Business,52.12,83.22,89.87,69.91,51.08,65.84,68.6,71.42,B,16.1
240,Rahul,Patel,rahul240@gmail.com,Male,20,Mathematics,59.78,57.63,75.99,96.43,64.98,90.46,37.91,70.57,B,8.7
241,Karan,Modi,karan241@gmail.com,Male,19,Mathematics,76.58,96.98,95.15,77.88,55.4,59.26,52.55,72.87,B,17.3
242,Karan,Desai,karan242@gmail.com,Male,22,CS,90.39,62.39,73.64,78.31,44.16,21.24,72.88,58.77,D,15.7
243,Priya,Trivedi,priya243@gmail.com,Male,24,Business,97.03,54.61,76.55,40.08,54.5,60.39,41.28,54.57,D,11
244,Sneha,Mehta,sneha244@gmail.com,Male,20,Engineering,86.65,73.73,77.66,65.49,63,20.62,71.68,62.03,C,7.8
245,Karan,Parekh,karan245@gmail.com,Male,18,Business,66.31,66.72,81.37,60.53,80.8,33.27,61,63.95,C,21.1
246,Karan,Desai,karan246@gmail.com,Male,21,Engineering,90.06,78.99,42.17,49.42,51.46,30.89,57.66,51.77,D,11.3
247,Sneha,Trivedi,sneha247@gmail.com,Male,21,CS,88.4,37.3,59.46,81.55,93.58,54.89,93.13,69.98,C,13.2
248,Vishal,Parekh,vishal248@gmail.com,Female,23,Mathematics,60.36,68.85,78.82,78.79,67.74,37.69,44.21,62.68,C,18.9
249,Anjali,Joshi,anjali249@gmail.com,Male,25,Business,52.68,47.7,32.17,82.53,43.89,60.14,81,57.91,D,11.8
250,Neha,Mehta,neha250@gmail.com,Male,25,Business,76.46,60.84,54.66,53.81,66.15,70.46,87.81,65.62,C,10.4
251,Rahul,Mehta,rahul251@gmail.com,Male,25,CS,72,43.97,96.34,67.22,70.92,30.27,46.73,59.24,D,6.1
252,Amit,Desai,amit252@gmail.com,Female,19,Business,70.59,87.68,62.39,77.91,97.82,47.52,85.51,76.47,B,16.2
253,Pooja,Parekh,pooja253@gmail.com,Female,20,Mathematics,77.36,59.83,33.1,42.49,80.49,71.16,55.13,57.03,D,29.1
254,Anjali,Trivedi,anjali254@gmail.com,Male,22,CS,96.76,51.93,85.94,56.24,61.66,83.61,49.91,64.88,C,28.5
255,Pooja,Shah,pooja255@gmail.com,Female,25,CS,76.99,41.51,72.82,95.2,98.5,71.24,69.86,74.86,B,18.7
256,Rahul,Trivedi,rahul256@gmail.com,Female,18,Engineering,68.6,48.1,70.76,56.36,59.63,44.47,86.15,60.91,C,15.8
257,Pooja,Modi,pooja257@gmail.com,Male,22,Engineering,55.92,40.79,37.51,65.85,92.98,54.16,34.98,54.38,D,24
258,Rahul,Modi,rahul258@gmail.com,Female,21,Engineering,84.4,50.28,87.42,86.08,75.24,30.95,41.91,61.98,C,9.8
259,Pooja,Trivedi,pooja259@gmail.com,Male,20,Engineering,96.34,45.71,31.53,88.69,60.12,64.31,30.28,53.44,D,13
260,Sneha,Shah,sneha260@gmail.com,Male,21,CS,87.82,49.5,80.17,64.61,76.88,42.14,80.84,65.69,C,18.2
261,Priya,Parekh,priya261@gmail.com,Male,24,Business,58.58,88.79,83.39,41.12,45.15,22.62,85.82,61.15,C,6.9
262,Anjali,Desai,anjali262@gmail.com,Female,24,Business,70.43,71.45,58.69,52.06,41.02,97.98,93.31,69.08,C,29.6
263,Neha,Joshi,neha263@gmail.com,Female,24,CS,86.41,83.47,82.43,96.26,82.5,63.99,34.23,73.81,B,26.2
264,Vishal,Desai,vishal264@gmail.com,Male,23,Engineering,64.78,67.25,97.57,60.08,45.37,94.83,53.44,69.76,C,24.8
265,Vishal,Parekh,vishal265@gmail.com,Male,24,CS,97.15,40.18,63.48,65.01,52.02,71.64,97.49,64.97,C,11.3
266,Rahul,Shah,rahul266@gmail.com,Female,21,Business,84.92,52.21,31.84,93.3,44.03,34.25,43.9,49.92,E,22.1
267,Priya,Mehta,priya267@gmail.com,Female,25,Mathematics,82.47,89.06,38.39,73.19,92.8,56.86,80.68,71.83,B,22.6
268,Pooja,Desai,pooja268@gmail.com,Male,20,CS,72.87,91.47,38.81,48.53,44.07,44.16,87.56,59.1,D,21.9
269,Karan,Desai,karan269@gmail.com,Male,19,CS,81.18,41.04,42.72,45.56,54.02,26.5,31.06,40.15,E,9.5
270,Amit,Shah,amit270@gmail.com,Female,22,Mathematics,50.34,69.89,61.42,94.47,85.89,81.31,59.36,75.39,B,14.3
271,Priya,Parekh,priya271@gmail.com,Female,19,Mathematics,88.13,51.77,32.73,90.12,93.64,55.82,42.43,61.09,C,23.7
272,Neha,Modi,neha272@gmail.com,Male,19,Engineering,71.74,96.27,47.23,96.98,83.06,64.73,34.02,70.38,B,28.8
273,Pooja,Trivedi,pooja273@gmail.com,Male,25,Engineering,81.2,66.76,62.48,82.91,50.25,49.4,49.8,60.27,C,12
274,Amit,Mehta,amit274@gmail.com,Female,21,Business,98.94,88.17,85.27,88.34,83.86,61.21,45.48,75.39,B,19.7
275,Priya,Mehta,priya275@gmail.com,Male,19,CS,75.16,95.33,37.33,91.29,57.29,98.92,39.05,69.87,C,26
276,Sneha,Modi,sneha276@gmail.com,Female,22,Engineering,53.12,97.18,70.69,41.68,93.47,83.72,70.96,76.28,B,14.1
277,Amit,Shah,amit277@gmail.com,Female,20,CS,77.55,45.92,84.68,96.45,86.82,89.64,31.38,72.48,B,23.3
278,Neha,Modi,neha278@gmail.com,Female,20,Mathematics,94.75,62.8,96.69,52.69,44.92,79.01,86.04,70.36,B,27.2
279,Sneha,Joshi,sneha279@gmail.com,Male,21,Mathematics,82.73,59.01,87.35,69.53,45.69,82.99,99.05,73.94,B,10.2
280,Amit,Mehta,amit280@gmail.com,Female,23,CS,82.06,34.52,30.2,70.59,89.51,80.2,66.32,61.89,C,14.1
281,Anjali,Parekh,anjali281@gmail.com,Female,24,CS,97.21,51.15,30.67,96.49,64.06,61.51,87.98,65.31,C,17.8
282,Sneha,Patel,sneha282@gmail.com,Male,24,Engineering,54.37,83.07,69.53,67.16,53.53,88.06,31.03,65.4,C,20.4
283,Vishal,Joshi,vishal283@gmail.com,Female,25,Engineering,82.41,50.21,88.77,49.34,60.21,88.51,77.68,69.12,C,28.4
284,Karan,Mehta,karan284@gmail.com,Female,24,Mathematics,61.73,45.24,64.16,58.75,62.91,53.77,83.01,61.31,C,15.4
285,Amit,Trivedi,amit285@gmail.com,Female,18,Mathematics,98.55,94.93,32.17,92.87,99.1,50.88,84.6,75.76,B,7.5
286,Karan,Desai,karan286@gmail.com,Male,18,CS,74,87.21,93.35,50.71,43.74,61.19,74.29,68.42,C,21
287,Amit,Mehta,amit287@gmail.com,Male,23,Engineering,92.1,37.15,91.11,91.82,49.45,35.72,40.91,57.69,D,26.4
288,Priya,Trivedi,priya288@gmail.com,Male,24,Engineering,94.31,97.29,44.29,95.98,57.48,69.18,88.93,75.53,B,22.9
289,Amit,Parekh,amit289@gmail.com,Female,21,CS,54.21,66.49,75.27,63.07,78.36,45.93,47.29,62.74,C,6
290,Rahul,Parekh,rahul290@gmail.com,Male,25,CS,91.85,30.68,41.08,50.97,99.98,24.78,52.54,50,D,22.2
291,Anjali,Joshi,anjali291@gmail.com,Male,20,Business,54.01,39.89,90.86,61.65,41,90.24,69.43,65.51,C,16.3
292,Rahul,Modi,rahul292@gmail.com,Female,21,Mathematics,77.69,86.24,36.16,56.55,88.61,39.25,64.08,61.81,C,10.3
293,Karan,Joshi,karan293@gmail.com,Female,18,Business,53.69,92.78,66.08,59.9,54.09,28.67,37.27,56.47,D,21.7
294,Neha,Patel,neha294@gmail.com,Female,25,Mathematics,65.19,60.49,35.13,74.67,51.56,81.93,52.03,59.3,D,19
295,Amit,Shah,amit295@gmail.com,Female,22,Engineering,69.04,93.56,47.23,42.9,44,85.18,94.45,67.89,C,14
296,Amit,Mehta,amit296@gmail.com,Male,22,Business,89.4,61.81,84.06,41.82,67.48,82.13,46.1,63.9,C,24.4
297,Pooja,Shah,pooja297@gmail.com,Female,23,Business,95.57,72.63,98.79,99.51,78.11,72.47,91.13,85.44,A,22
298,Karan,Parekh,karan298@gmail.com,Male,19,Business,84.85,72.65,94.08,60.96,63.67,22.13,32.57,57.68,D,15.5
299,Sneha,Modi,sneha299@gmail.com,Female,24,Mathematics,81.49,33.52,92.23,65.57,79.94,74.5,76.57,70.39,B,28.8
300,Sneha,Parekh,sneha300@gmail.com,Male,20,Engineering,52.06,95.51,43.82,87.81,76.13,25.25,65.14,65.61,C,9.7
301,Amit,Parekh,amit301@gmail.com,Male,24,Business,99.25,32.36,63.24,83.34,97.13,53.83,98.74,71.44,B,7.6
302,Priya,Shah,priya302@gmail.com,Male,18,Mathematics,51.57,66.65,68.94,59.75,73.35,27.86,48.2,57.46,D,29.5
303,Rahul,Trivedi,rahul303@gmail.com,Male,19,Engineering,94.44,81.05,71.06,60.02,63.01,72.75,96.87,74.13,B,19.2
304,Priya,Parekh,priya304@gmail.com,Female,23,Business,92.8,76.23,61.93,86.47,83.48,76.38,99.38,80.64,B,27.8
305,Anjali,Modi,anjali305@gmail.com,Female,21,Mathematics,69.09,95.62,72.12,76.96,86.65,62.95,72.9,77.87,B,5.5
306,Priya,Joshi,priya306@gmail.com,Female,18,CS,59.55,57.17,63.98,67.79,90.46,44.48,98.68,70.43,B,12.6
307,Rahul,Patel,rahul307@gmail.com,Female,25,Business,99.53,82.71,92.81,96.29,83.13,69.35,53.95,79.71,B,12.6
308,Pooja,Mehta,pooja308@gmail.com,Female,20,Business,85.82,68.52,82.23,99.32,94.17,74.4,55.92,79.09,B,14.7
309,Priya,Parekh,priya309@gmail.com,Male,21,Mathematics,71.28,32.49,60.36,63.1,87.12,30.98,94.66,61.45,C,17.2
310,Priya,Parekh,priya310@gmail.com,Female,23,Business,61.88,57.81,83.99,44.85,43.6,21.42,88.95,56.77,D,16.1
311,Amit,Desai,amit311@gmail.com,Female,19,CS,99.51,30.47,95.8,58.73,96.43,47.61,95.83,70.81,B,26.2
312,Neha,Mehta,neha312@gmail.com,Female,22,Business,50.28,76.51,68.24,44.8,64.58,40.03,51.87,57.67,D,10.8
313,Karan,Patel,karan313@gmail.com,Male,23,Mathematics,74.27,59.78,61.37,87.73,40.94,58.73,46.11,59.11,D,21.6
314,Vishal,Patel,vishal314@gmail.com,Male,19,Engineering,53.51,72.75,93.84,48.01,52.25,21.12,66.48,59.08,D,17.4
315,Priya,Joshi,priya315@gmail.com,Female,18,Mathematics,74.52,79.13,78.76,41.65,44.41,61.49,54.05,59.91,D,26.7
316,Anjali,Mehta,anjali316@gmail.com,Female,23,CS,50.1,56.04,49.36,96.91,53.33,47.46,43.82,57.82,D,23.3
317,Sneha,Patel,sneha317@gmail.com,Female,19,Mathematics,53.81,74.63,68.28,94.59,73.02,76.17,62.45,74.86,B,17.1
318,Rahul,Shah,rahul318@gmail.com,Female,19,Business,74.77,54.58,72.07,73.93,42.93,54.57,94.65,65.45,C,6.1
319,Pooja,Trivedi,pooja319@gmail.com,Male,21,Mathematics,90.44,30.47,72.04,40.66,81.05,52.4,75.68,58.72,D,6.2
320,Sneha,Parekh,sneha320@gmail.com,Male,20,CS,94.47,39.08,58.37,78.56,94.81,97.33,64.32,72.08,B,28.9
321,Neha,Shah,neha321@gmail.com,Female,24,CS,80.23,73.44,90.56,65.78,45.21,34.78,71.62,63.56,C,17.6
322,Rohit,Shah,rohit322@gmail.com,Male,19,Mathematics,63.81,86.16,36.33,97.62,98.46,85.65,65.73,78.33,B,7
323,Pooja,Mehta,pooja323@gmail.com,Male,20,Mathematics,96.98,77.07,53.07,76.1,94.88,74.44,40.59,69.36,C,20.4
324,Karan,Parekh,karan324@gmail.com,Female,19,Engineering,82.05,98.31,80.09,98.31,93.64,66.56,92.36,88.21,A,20.7
325,Anjali,Desai,anjali325@gmail.com,Male,23,CS,77.71,49.38,76.95,69.45,67.34,60.15,80.2,67.24,C,9.3
326,Sneha,Desai,sneha326@gmail.com,Male,23,CS,90.47,83.25,80.52,65.04,70.72,25.54,93.96,69.84,C,26.6
327,Priya,Shah,priya327@gmail.com,Male,19,CS,68.21,30.58,37.8,69.95,40.44,72.52,75.37,54.44,D,17
328,Rohit,Desai,rohit328@gmail.com,Male,19,CS,57.34,47.61,72.34,85.89,72.67,79.9,77.69,72.68,B,6.4
329,Anjali,Modi,anjali329@gmail.com,Female,20,Engineering,59.21,80.83,48.96,44.01,45.68,55.2,38.44,52.19,D,20.3
330,Rahul,Modi,rahul330@gmail.com,Female,19,Engineering,85.71,91.5,61.65,70.01,47.08,44.22,71.73,64.37,C,7.4
331,Vishal,Shah,vishal331@gmail.com,Female,25,CS,53.27,63.64,31.35,42.09,89.03,21.04,62.29,51.57,D,19.7
332,Anjali,Desai,anjali332@gmail.com,Female,18,Business,74.53,95.32,46.21,53.97,50.68,30.06,99.37,62.6,C,18.8
333,Priya,Mehta,priya333@gmail.com,Male,21,Engineering,94.26,94.61,33.7,49.52,61.76,35.05,94.75,61.56,C,9.5
334,Pooja,Joshi,pooja334@gmail.com,Female,22,Mathematics,89.98,54.17,81.43,78.77,40.31,78.71,30.69,60.68,C,14.5
335,Rahul,Patel,rahul335@gmail.com,Female,20,Engineering,76.13,30.47,66.24,52.24,60.45,46.44,33.8,48.27,E,29.7
336,Vishal,Joshi,vishal336@gmail.com,Male,22,Mathematics,99.1,67.4,88.45,46.32,67.05,64.56,76.47,68.38,C,23.4
337,Rahul,Joshi,rahul337@gmail.com,Female,21,CS,62.35,43.24,36.16,95.79,40.47,36.37,61.6,52.27,D,28.6
338,Rohit,Modi,rohit338@gmail.com,Male,19,Business,68.99,67.56,46.95,78.62,71.78,80.65,98.32,73.98,B,16.8
339,Rahul,Shah,rahul339@gmail.com,Female,19,Mathematics,57.42,72.32,96.42,87.98,85.35,27.98,32.79,67.14,C,14.2
340,Rahul,Mehta,rahul340@gmail.com,Female,20,Engineering,78.5,34.98,52.35,67.78,82.88,85.92,55.24,63.19,C,17.4
341,Karan,Parekh,karan341@gmail.com,Male,24,CS,84.65,33.12,92.6,97.33,82.1,26.51,42.81,62.41,C,26.9
342,Neha,Patel,neha342@gmail.com,Male,21,CS,63.03,72.99,42.25,47.77,78.59,35.85,56.03,55.58,D,10.8
343,Sneha,Parekh,sneha343@gmail.com,Male,18,Business,68.37,96.7,48.28,75.35,49.17,66.23,79.92,69.28,C,20.5
344,Anjali,Parekh,anjali344@gmail.com,Male,18,Business,79.98,73.04,85.2,85.02,59.77,60.74,65,71.46,B,12.2
345,Karan,Shah,karan345@gmail.com,Male,22,CS,94.71,91.31,79.03,74.18,56.79,20.08,47.8,61.53,C,11.1
346,Rohit,Joshi,rohit346@gmail.com,Male,18,Engineering,56.91,57.68,35.66,56.43,41.38,30.15,55.21,46.09,E,23.4
347,Pooja,Desai,pooja347@gmail.com,Female,20,Business,94.29,79.51,33.65,51.31,84.25,69.22,59.42,62.89,C,5.5
348,Priya,Mehta,priya348@gmail.com,Male,20,CS,83.38,78.1,86.2,55.93,68.97,60.01,98.09,74.55,B,5.7
349,Rahul,Shah,rahul349@gmail.com,Male,24,Business,82.24,77.28,50.62,57.67,42.02,63.67,37.67,54.82,D,16.2
350,Sneha,Patel,sneha350@gmail.com,Male,18,CS,78.45,48.9,80.54,96.85,66.44,79.4,75.29,74.57,B,24.6
351,Sneha,Joshi,sneha351@gmail.com,Female,24,Business,98.64,63.4,71.19,82.3,95.17,35.75,59.47,67.88,C,24.4
352,Neha,Joshi,neha352@gmail.com,Female,23,Business,68.21,45.76,38.15,45.16,49.5,51.29,90.91,53.46,D,21.4
353,Rohit,Mehta,rohit353@gmail.com,Male,24,Engineering,95.89,81.98,36.13,71.72,96.83,23.7,59.76,61.69,C,12.9
354,Sneha,Shah,sneha354@gmail.com,Male,19,CS,80.54,66.84,50.41,89.55,48.93,94.96,89.61,73.38,B,28.1
355,Rahul,Shah,rahul355@gmail.com,Female,25,Business,94.95,77.35,46.44,85.79,40.41,46.69,49.91,57.76,D,5.7
356,Rohit,Patel,rohit356@gmail.com,Male,19,Mathematics,74.44,73.55,76.25,48.54,41.51,32.49,49.22,53.59,D,16.8
357,Pooja,Desai,pooja357@gmail.com,Female,22,Mathematics,89.17,41.92,67.56,61.86,69.61,38.57,56.49,56,D,19.9
358,Priya,Trivedi,priya358@gmail.com,Male,22,Engineering,66.3,50.31,37.8,91.49,82.46,69.59,80.69,68.72,C,9.1
359,Priya,Shah,priya359@gmail.com,Male,24,Mathematics,53.27,48.96,54.22,54.27,56.56,68.73,68.69,58.57,D,22.5
360,Vishal,Parekh,vishal360@gmail.com,Male,19,CS,70.88,48.54,42.53,66.56,58.88,71.58,84.99,62.18,C,16.6
361,Vishal,Parekh,vishal361@gmail.com,Female,22,Mathematics,71.15,59.77,85.43,57.6,65.94,47.74,38.18,59.11,D,22.1
362,Amit,Shah,amit362@gmail.com,Male,18,CS,80.61,66.05,57.01,59.77,94.9,47.98,96.27,70.33,B,29
363,Neha,Trivedi,neha363@gmail.com,Male,24,Mathematics,84.76,69.01,36.06,56.69,50.69,20.13,76.99,51.59,D,18.7
364,Priya,Parekh,priya364@gmail.com,Female,23,CS,92.34,51.07,90.23,92.98,61.09,93.89,89.86,79.85,B,8.5
365,Neha,Mehta,neha365@gmail.com,Male,25,Engineering,57.62,69.23,64.67,68.62,78.53,47.69,60.62,64.89,C,16.9
366,Pooja,Shah,pooja366@gmail.com,Female,25,Engineering,99.01,40.57,77.61,60.67,73.24,56.03,46.98,59.18,D,10.7
367,Amit,Parekh,amit367@gmail.com,Female,23,CS,75.66,95.84,71.58,87.09,45.45,65.3,45.2,68.41,C,18.3
368,Rohit,Modi,rohit368@gmail.com,Female,24,Business,76.12,59.26,62.11,77.4,86.18,33.76,93.5,68.7,C,6.7
369,Neha,Patel,neha369@gmail.com,Male,21,Business,86.21,37.93,76.42,76.15,41.91,22.41,61.8,52.77,D,13.6
370,Karan,Mehta,karan370@gmail.com,Female,19,Business,79.08,57.75,45.69,70.78,94.56,40.99,75.55,64.22,C,10.3
371,Sneha,Mehta,sneha371@gmail.com,Female,21,Business,97.66,78.29,64.44,95.34,76.55,91.14,38.96,74.12,B,23
372,Neha,Shah,neha372@gmail.com,Female,18,Mathematics,99.29,48.14,79.72,95.14,77.2,86.57,40.27,71.17,B,29.4
373,Vishal,Desai,vishal373@gmail.com,Female,20,Mathematics,74.23,32.24,41.82,43.93,79.62,25.35,66.63,48.27,E,7.7
374,Sneha,Shah,sneha374@gmail.com,Female,23,Mathematics,69.35,41.29,49.16,92.46,79.32,45.71,79.04,64.5,C,16.3
375,Sneha,Mehta,sneha375@gmail.com,Female,23,Mathematics,73.66,87.8,45.24,62.98,86.52,85.12,58.64,71.05,B,9.7
376,Sneha,Trivedi,sneha376@gmail.com,Male,25,Business,78.19,69.58,34.14,55.41,77.07,84.3,39.71,60.03,C,27.8
377,Neha,Parekh,neha377@gmail.com,Male,23,Business,64.96,50.96,56.86,56.85,64.31,37.06,67.16,55.53,D,23.3
378,Sneha,Mehta,sneha378@gmail.com,Female,20,Mathematics,82.42,37.39,88.66,64.96,47.65,94.32,44.52,62.92,C,18.2
379,Karan,Mehta,karan379@gmail.com,Male,25,CS,66.63,70.82,60.15,40.97,56.34,90.45,32.55,58.55,D,12.1
380,Anjali,Joshi,anjali380@gmail.com,Male,24,Business,65.29,41.29,89.9,88.47,55.72,71.35,73.53,70.04,B,5.3
381,Rohit,Trivedi,rohit381@gmail.com,Female,21,Mathematics,66.09,89.26,66.51,63.67,77.44,59.57,94.79,75.21,B,5.6
382,Anjali,Modi,anjali382@gmail.com,Male,24,CS,76.96,48.92,94.34,71.81,71.95,62.16,79.72,71.48,B,25.6
383,Neha,Mehta,neha383@gmail.com,Male,23,Mathematics,86.25,64.65,71.6,70.65,41.92,55.96,42.26,57.84,D,15
384,Amit,Joshi,amit384@gmail.com,Female,24,Mathematics,87.81,90.74,95.61,40.07,56.17,84.44,70.57,72.93,B,23.7
385,Sneha,Desai,sneha385@gmail.com,Female,21,Mathematics,96.89,80.18,67.03,96.31,94.86,27.51,30.59,66.08,C,10.7
386,Sneha,Mehta,sneha386@gmail.com,Male,24,Business,95.11,93.91,94.01,73.86,59.68,31.43,74.29,71.2,B,22.3
387,Anjali,Shah,anjali387@gmail.com,Male,22,Engineering,72.68,33.1,97.34,81.46,71.47,81.99,72.7,73.01,B,18.9
388,Karan,Patel,karan388@gmail.com,Male,20,CS,81.37,66.44,58.16,94.49,43.48,33.76,75.9,62.04,C,11.4
389,Anjali,Joshi,anjali389@gmail.com,Female,20,Business,85,31.22,73.31,41.39,89.58,55.4,93.92,64.14,C,23.2
390,Vishal,Mehta,vishal390@gmail.com,Female,18,Mathematics,56.76,74.13,64.29,81.91,88.28,59.86,85.34,75.64,B,25.6
391,Amit,Mehta,amit391@gmail.com,Female,22,Mathematics,92.55,84.88,34.84,94.5,49.13,99.57,87.86,75.13,B,5.5
392,Vishal,Parekh,vishal392@gmail.com,Female,19,Engineering,72.19,53.05,37.84,71.8,73.18,28.61,85.19,58.28,D,22.2
393,Pooja,Parekh,pooja393@gmail.com,Male,22,Business,60.16,46.76,55.47,90.24,46.35,73.44,73.32,64.26,C,19.5
394,Vishal,Modi,vishal394@gmail.com,Male,20,Mathematics,87.86,99.4,76.32,93.68,85.91,47.42,38.94,73.61,B,14
395,Pooja,Joshi,pooja395@gmail.com,Female,22,Mathematics,93.05,57.08,34.6,70.57,44.91,81.29,66.49,59.16,D,7.8
396,Karan,Patel,karan396@gmail.com,Female,18,Mathematics,60.12,87.31,38.44,92.36,64.35,30.37,40.91,58.96,D,15.5
397,Rahul,Shah,rahul397@gmail.com,Male,18,CS,56.92,46.99,71.24,88.15,66.55,84.03,41.22,66.36,C,9.7
398,Sneha,Trivedi,sneha398@gmail.com,Male,23,Mathematics,51.37,78.06,68.52,89.01,74.17,85.37,94.28,81.57,B,7.7
399,Anjali,Patel,anjali399@gmail.com,Female,25,Mathematics,71.45,38.78,60.42,70.3,54.58,33.05,97.8,59.16,D,28.3
400,Anjali,Joshi,anjali400@gmail.com,Female,23,Business,65.58,76.16,58.94,88.4,73.49,99.21,35.65,71.97,B,27.5
401,Pooja,Shah,pooja401@gmail.com,Female,21,Engineering,83.47,90.26,91.03,88.84,43.9,59.53,99.5,78.84,B,13.7
402,Anjali,Modi,anjali402@gmail.com,Female,22,CS,91.68,78.46,78.92,96.56,50.5,34.46,66.19,67.52,C,14.8
403,Rahul,Shah,rahul403@gmail.com,Male,21,Engineering,52.17,45.07,81.46,54.33,68.65,27.37,92.54,61.57,C,9.1
